Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
274,2.82705,2.64467,2.03147,1.81901,2.80577,2.56053,2.93241,2.72936,4.51709,3.88256,3.41519,2.92344,3.8822,3.26707,3.57102,3.29316,3.78614,3.09627,4.57956,3.75141,3.47483,2.431,4.00418,2.59672,4.06961,4.13231,3.64225,3.62791,2.56725,2.48542,3.10193,3.0474,3.0819,2.98831,3.20804,3.09369,2.09947,1.98395,2.34122,2.17581,5.54471,4.50827,6.15862,5.27479,3.00633,2.64126,3.06653,2.92539
279,2.83487,2.52276,1.9781,1.68489,3.1995,2.88236,3.40775,3.10565,3.77267,3.23428,2.80911,2.34073,3.91899,3.41959,3.78008,3.5556,4.08649,3.42127,4.71903,4.04736,3.69246,2.65573,3.94496,2.70152,3.89376,3.99775,3.33035,3.36705,2.24496,2.19284,2.57668,2.57132,4.50486,4.15271,4.85046,4.45593,3.42856,3.16823,4.05924,3.72598,5.72658,4.84809,6.46036,5.65752,2.73989,2.54059,2.98902,2.89851
284,3.07675,2.69421,2.11579,1.74916,3.07954,2.6992,3.17819,2.8278,3.58757,3.08119,2.84645,2.44537,3.84109,3.13982,3.5504,3.14416,3.8104,3.15461,4.50596,3.72467,3.47119,2.43868,3.86942,2.53626,3.61024,3.65844,3.11597,3.1251,2.14205,2.01383,2.44889,2.4224,3.39839,3.23793,3.6134,3.42004,2.50897,2.38465,2.90153,2.72805,5.43604,4.52689,6.13021,5.36281,3.53796,3.20697,3.72662,3.50732
289,3.57638,3.21176,2.44836,2.1882,2.38683,2.20584,2.5123,2.35965,3.14588,2.66448,2.40665,2.05134,3.70833,2.88692,3.26643,2.71974,3.65131,3.41651,4.11942,3.91874,3.16805,2.74951,3.24443,2.78912,4.30661,4.22379,3.93586,3.81507,3.03737,2.75278,3.41393,3.26006,3.47367,3.21738,3.77766,3.45579,2.68402,2.4405,3.23941,2.93594,4.73385,3.88178,5.25718,4.60481,2.41376,2.18619,2.56614,2.39775
294,3.12855,2.85867,2.14236,1.96876,2.96443,2.73971,3.16949,2.95722,3.18864,2.82521,2.28733,2.04008,4.03338,3.19875,3.60288,3.01031,3.98098,3.05149,4.80159,3.70986,3.76784,2.44339,4.36936,2.66038,4.00488,4.03487,3.61204,3.60137,2.64128,2.46434,3.10378,3.04035,3.58057,3.33388,3.81517,3.53731,2.5894,2.36974,2.99277,2.69628,5.51353,4.69326,6.21438,5.53482,2.30242,1.98495,2.33973,2.12305
299,3.54945,3.19487,2.41483,2.07482,2.87683,2.63021,3.04613,2.8412,3.93278,3.49167,2.86379,2.56648,4.26915,3.27317,3.89119,3.17024,4.02666,3.14496,4.6808,3.85148,3.80816,2.53565,4.09807,2.68371,3.72993,3.83964,3.14298,3.15108,2.09122,2.04687,2.47862,2.4175,3.20499,2.81841,3.37022,2.9929,2.56062,2.22524,2.87952,2.52381,5.48621,4.72978,6.17842,5.55853,2.00055,1.86514,2.12109,2.02939
304,2.52433,2.19017,1.87646,1.55583,2.92104,2.76366,3.08794,2.93883,3.12435,2.67492,2.50952,2.1099,4.60592,3.7528,4.31466,3.66758,4.21967,3.28032,4.93046,4.04989,3.90875,2.49668,4.22194,2.67963,4.25917,4.27661,4.02234,3.97791,3.01943,2.90878,3.59512,3.52551,3.19308,3.06807,3.43724,3.24595,2.35832,2.25539,2.74568,2.54678,4.9914,4.04856,5.59435,4.71536,2.26661,1.99576,2.33589,2.18851
309,2.81388,2.47497,1.83087,1.50159,3.04245,2.77899,3.14439,2.87356,4.02643,3.36792,2.88164,2.35802,4.11453,3.11005,3.69419,2.80305,3.85069,3.15433,4.34726,3.74587,3.54198,2.4982,3.6798,2.63509,4.07718,4.03428,3.71157,3.61365,2.82439,2.56272,3.2496,3.07989,2.97166,2.77958,3.17669,2.9537,2.37797,2.19866,2.78335,2.56188,5.02875,4.3178,5.7436,5.09585,2.56204,2.33104,2.76572,2.63256
314,2.85988,2.41309,2.03284,1.63586,3.65997,3.22176,3.85458,3.46019,3.85548,3.28789,2.80755,2.2918,3.99876,2.95993,3.34809,2.50078,3.99781,3.38641,4.93917,4.20187,3.54435,2.5255,4.07928,2.62523,4.16027,4.17872,3.83211,3.7969,2.81089,2.67447,3.31174,3.24972,3.93726,3.77764,4.29912,4.10291,3.20298,3.06127,3.72066,3.56812,4.58737,3.81501,5.20123,4.55835,3.05743,2.79681,3.4075,3.24453
319,3.43368,2.99825,2.27996,1.90623,3.55507,3.23499,3.74459,3.44768,4.39285,3.72228,3.15096,2.68637,4.54331,3.61527,4.36387,3.71148,3.95531,2.99278,4.66454,3.67559,3.72378,2.32928,4.10342,2.47341,4.17953,4.15545,3.80176,3.69784,2.88424,2.66086,3.36036,3.18716,3.48371,3.23444,3.72538,3.45611,2.6035,2.42074,3.00865,2.76752,4.84692,3.97871,5.41589,4.68413,3.12884,2.84837,3.46309,3.30976
324,3.38416,2.97882,2.11612,1.76174,2.91288,2.79336,3.04105,2.9249,4.26206,3.66113,3.22725,2.79766,4.04087,3.07235,3.61454,2.8502,4.12987,3.16844,4.92628,3.95953,3.82683,2.39818,4.2607,2.59892,4.12446,4.17779,3.75842,3.74516,2.73009,2.63836,3.2188,3.16526,2.96165,2.89487,3.1668,3.06409,2.28924,2.25812,2.54299,2.46379,4.03872,3.36015,4.52546,3.84525,3.36111,3.04533,3.56483,3.38137
329,2.83619,2.61021,1.97524,1.78799,3.0872,2.87606,3.35307,3.17589,3.95378,3.34009,2.86662,2.42855,3.73838,2.95991,3.38504,2.67133,3.86551,3.14965,4.67198,3.72131,3.51775,2.40906,4.07947,2.48986,4.2829,4.22264,3.91089,3.78944,2.88199,2.66011,3.36449,3.19736,2.83941,2.6041,3.03974,2.77017,2.29006,2.04705,2.67517,2.37888,4.24021,3.218,4.64006,3.67204,3.8752,3.54847,4.22306,3.95463
334,2.97722,2.56762,2.06862,1.64841,2.7207,2.45292,2.84922,2.59408,2.81119,2.41051,2.15534,1.78364,3.69066,2.94723,3.2813,2.54461,3.84155,3.1558,4.64567,3.85683,3.54155,2.50456,4.03947,2.67882,4.09998,4.11288,3.65472,3.58442,2.55098,2.38723,3.0523,2.91626,3.1882,3.11498,3.46034,3.33326,2.36625,2.27404,2.79137,2.63143,4.45218,3.6194,4.92753,4.1185,3.16234,2.89646,3.62916,3.3673
339,2.66002,2.3135,1.81007,1.39539,2.80926,2.69455,3.0114,2.89131,3.98089,3.37788,2.96062,2.4511,3.96547,2.96524,3.5907,2.73593,3.83904,3.08147,4.42364,3.60233,3.54441,2.45173,3.84473,2.42655,4.01037,4.07206,3.58991,3.58834,2.46368,2.38967,2.9234,2.89806,3.42822,3.2164,3.64375,3.42044,2.50526,2.35297,2.91688,2.72244,4.79913,3.88343,5.19909,4.44093,3.82888,2.99667,4.04437,3.40681
344,2.7929,2.28721,1.89621,1.39521,3.8037,3.59817,4.07601,3.86387,3.27079,2.88048,2.44961,2.18113,3.54824,2.98818,3.19858,2.74263,3.75806,3.35041,4.41198,3.9678,3.29196,2.60235,3.53751,2.63098,4.07738,4.10945,3.66755,3.65067,2.72347,2.59078,3.14696,3.08782,2.87377,2.77958,3.07569,2.96834,2.3102,2.20021,2.60816,2.4831,4.54588,3.65585,5.01153,4.20298,3.31453,2.84635,3.68596,3.29085
349,2.92287,2.46123,1.996,1.56367,2.87309,2.70796,3.06783,2.90693,2.98409,2.58357,2.35247,1.97323,3.70338,3.24791,3.47555,3.18371,3.99767,3.47874,4.61549,4.06123,3.5391,2.71918,3.83457,2.79803,3.56136,3.65544,2.98652,2.99713,1.93263,1.84989,2.24034,2.17077,3.39284,3.26554,3.63663,3.47225,2.58449,2.53291,2.9695,2.84465,4.02278,3.19883,4.31346,3.57669,3.79334,3.06524,4.06358,3.37946
354,2.7259,2.26807,2.03036,1.44053,3.58112,3.10204,3.68133,3.30977,3.50495,2.95832,2.67205,2.17799,3.64141,2.98082,3.3069,2.79052,4.27952,3.48297,4.76606,4.01351,3.86598,2.64332,4.08284,2.83453,3.97185,3.98978,3.48194,3.45078,2.58941,2.42355,2.94397,2.86626,3.36749,3.32188,3.6361,3.52837,2.85436,2.83154,3.2863,3.20523,4.84228,3.98277,5.24819,4.54188,2.75361,2.37291,3.00489,2.67192
359,3.14895,2.58386,2.24626,1.70637,2.6879,2.4824,2.77849,2.55966,3.98655,3.21536,3.04982,2.3709,3.64702,3.13054,3.37251,3.0036,4.53528,3.8737,5.52031,4.84981,4.13685,3.12512,4.8484,3.82324,4.20939,4.23308,3.8801,3.8426,2.85977,2.74711,3.39328,3.32848,3.11589,3.07111,3.28044,3.23097,2.53203,2.44631,2.84171,2.77566,5.03533,3.90926,5.51853,4.47185,3.04807,2.40755,3.16757,2.63879
364,3.21614,2.85945,1.96246,1.65572,2.43048,2.24382,2.5399,2.36721,4.00346,3.28261,3.0088,2.32283,3.8498,3.10198,3.43645,2.85508,3.9633,2.99326,4.48052,3.58387,3.74161,2.40054,3.87681,2.3513,4.01686,4.05756,3.70839,3.67685,2.62612,2.54392,3.21413,3.15613,3.08881,3.02685,3.32014,3.19944,2.66824,2.64062,3.02466,2.93831,5.19593,4.1611,5.77422,4.80517,2.25681,2.09669,2.44682,2.36849
369,2.77216,2.44175,1.94127,1.4964,3.11844,2.89401,3.37114,3.1997,4.51025,3.79617,3.2645,2.623,3.48432,2.73421,3.06466,2.49878,3.98667,3.37828,4.59256,4.1263,3.66512,2.73458,3.7311,2.75837,4.20066,4.25637,3.74694,3.7324,2.63434,2.56544,3.13082,3.09329,3.24454,3.07189,3.37703,3.1605,2.29483,2.14874,2.56871,2.34052,5.4534,4.73167,6.26765,5.59422,2.52633,2.25304,2.59771,2.46306
374,2.85095,2.44467,1.92341,1.50039,2.99697,2.58797,3.19152,2.87518,3.54879,2.9214,2.72096,2.1551,3.55009,2.98749,3.11917,2.74619,3.96092,2.99489,4.43498,3.76546,3.80331,2.44107,3.85647,2.69659,4.28428,4.25115,3.86848,3.8129,2.97311,2.73008,3.37063,3.26666,2.93864,2.85433,3.14457,3.03438,2.17738,2.12002,2.552,2.46369,5.35972,4.65604,6.09882,5.49279,3.23414,3.02302,3.57006,3.46126
379,3.30018,2.89575,2.19871,1.80028,2.68166,2.33185,2.84579,2.57275,3.43227,2.8913,2.52532,2.04867,3.8251,3.38258,3.50309,3.21133,3.6136,3.34908,4.28748,4.09772,3.13305,2.63628,3.27166,2.72727,4.24941,4.22243,3.85988,3.81315,3.0259,2.7935,3.43856,3.3484,2.67991,2.55583,2.75379,2.59819,2.02279,1.87654,2.22784,2.0356,5.72493,4.78787,6.38659,5.58309,3.05479,2.81686,3.415,3.23213
384,3.42908,3.09194,2.14667,1.8973,2.54098,2.35032,2.68584,2.4641,4.39185,3.7275,3.15678,2.57919,3.75439,3.168,3.43,2.96413,3.39461,2.76507,4.04323,3.43621,3.16862,2.25245,3.49881,2.46753,3.99396,4.00434,3.65396,3.62736,2.78502,2.59813,3.20251,3.12938,3.11122,2.97243,3.35051,3.18078,2.24008,2.10712,2.64039,2.46158,5.75499,4.92456,6.46469,5.76992,1.96123,1.85375,2.16833,2.11247
389,3.15165,2.80809,2.22259,1.92042,2.16426,2.08244,2.35143,2.2792,4.16983,3.47904,2.92627,2.3702,4.43588,3.82758,4.21474,3.83935,3.6099,3.1115,4.38718,3.87532,3.19653,2.3567,3.51164,2.48961,4.67808,4.6571,4.31164,4.24287,3.09867,2.97898,3.65568,3.58266,3.30633,3.17823,3.42858,3.28271,2.38694,2.32816,2.70728,2.60141,5.5,4.70819,6.02462,5.36724,2.69436,2.34901,2.81623,2.55058
394,3.26471,2.90029,2.079,1.74381,2.71618,2.51676,2.87546,2.72711,4.57912,3.93081,3.19072,2.58957,3.47044,3.10259,3.30248,2.99389,3.73922,2.9786,4.48219,3.70369,3.43198,2.298,3.79736,2.41998,3.90592,3.92724,3.44778,3.40324,2.45859,2.29324,2.87457,2.77656,3.46615,3.29396,3.67699,3.45961,2.56963,2.43408,2.99108,2.77962,5.08895,4.70513,5.83635,5.56491,2.80002,2.48721,3.09485,2.91772
399,3.80687,3.33284,2.72262,2.31542,3.41446,3.15088,3.66954,3.43761,3.7952,3.20151,3.0151,2.45658,3.56647,3.00176,3.18983,2.76384,3.68745,2.94728,4.29148,3.7007,3.39486,2.31762,3.58051,2.46444,4.01551,4.0248,3.60795,3.50915,2.5709,2.38836,3.0491,2.86048,3.65272,3.58049,3.80794,3.72129,2.63579,2.62304,3.02602,2.98354,5.68378,4.91948,6.39001,5.78108,2.44369,2.23938,2.69232,2.55147
404,2.48185,2.19448,1.80935,1.54185,3.07395,2.75424,3.23707,2.97581,3.30655,2.79501,2.47347,2.02725,3.83896,3.34237,3.60388,3.23528,3.82992,3.02289,4.62762,3.91263,3.51853,2.31262,3.91307,2.60933,4.14879,4.13106,3.71487,3.66282,2.81098,2.60909,3.18612,3.09032,3.10268,2.96342,3.23479,3.06237,2.56911,2.42474,2.82027,2.63865,5.77613,4.81739,6.42467,5.64695,2.54209,2.46129,2.80901,2.7582
409,2.58176,2.35045,1.76679,1.5251,2.86293,2.50733,3.06041,2.71037,4.52432,3.76532,3.35719,2.72126,3.49277,3.20003,3.32483,3.1283,3.84871,3.28531,4.62205,4.03986,3.58718,2.75335,3.97303,2.87493,4.33022,4.34043,3.81488,3.76313,2.82632,2.64463,3.23829,3.13604,2.93983,2.90204,3.01904,2.95106,2.01389,1.96868,2.28506,2.2046,5.20079,4.47874,5.86636,5.2157,3.12943,2.9688,3.51079,3.39798
414,2.35762,2.1352,1.60064,1.37807,3.26963,2.99214,3.43605,3.18993,4.05367,3.4844,3.06321,2.51621,4.12985,3.73981,4.14297,3.86743,3.97338,3.25973,4.84894,4.10171,3.68546,2.62717,4.19855,2.86385,4.63537,4.54966,4.39961,4.3053,3.44411,3.20791,3.99605,3.88102,2.85147,2.81735,3.06344,2.99929,2.16103,2.1407,2.55774,2.50945,4.59965,3.82646,5.05332,4.40099,3.23959,2.86146,3.55114,3.28535
419,3.051,2.87347,2.05217,1.96651,4.11738,3.72311,4.46555,4.13386,3.23116,2.79258,2.56671,2.2399,3.94874,3.49273,3.79319,3.54115,3.84213,3.18781,4.59901,3.88724,3.55193,2.58736,3.94059,2.62381,4.21973,4.26388,3.883,3.87164,2.90623,2.80267,3.40234,3.36465,3.00182,2.85837,3.19345,2.99186,2.34491,2.26193,2.85433,2.70639,4.89442,3.95818,5.35694,4.48545,3.03864,2.73274,3.37247,3.15114
424,2.54008,2.18208,1.76299,1.36212,3.35355,3.02891,3.61861,3.34655,3.5791,2.99942,2.72725,2.18028,3.64759,3.25647,3.42015,3.15578,3.92777,3.126,4.6711,3.68499,3.79458,2.70712,4.26644,2.69974,3.88291,3.88489,3.53422,3.48137,2.62518,2.39594,3.07093,2.93826,3.36604,3.25279,3.46766,3.29651,2.43348,2.33462,2.74071,2.56778,4.14013,3.09188,4.3609,3.45637,3.1684,2.88701,3.61334,3.40489
429,2.41045,2.17368,1.76948,1.57885,2.77748,2.53539,2.96379,2.7618,3.91968,3.28654,2.94274,2.41235,3.77615,3.38824,3.59012,3.34299,3.58075,3.07105,4.32658,3.82954,3.21601,2.3801,3.54757,2.55596,3.91048,3.93091,3.33693,3.30617,2.36663,2.17368,2.71043,2.62391,3.43613,3.31381,3.63027,3.46017,3.01705,2.87315,3.3749,3.20265,4.74631,4.15585,5.29864,4.81151,4.19526,3.94238,4.77084,4.61785
434,2.97978,2.63901,1.9269,1.632,2.71258,2.45908,2.86547,2.65851,4.54676,3.8313,3.46495,2.83062,3.72757,3.13449,3.43297,3.0779,3.78092,3.05243,4.46971,3.80632,3.48949,2.39462,3.73734,2.47664,4.12802,4.22898,3.76456,3.80537,2.81238,2.80394,3.25178,3.27592,2.71217,2.58011,2.82495,2.66089,2.01789,1.89196,2.34966,2.17685,5.39023,4.77352,6.01474,5.5494,4.32187,3.82772,4.72431,4.35027
439,3.28074,2.80241,2.11142,1.55679,3.30677,3.00332,3.44684,3.20792,4.88231,4.21486,3.37833,2.8173,3.7014,3.15618,3.27522,2.88897,3.38084,2.92817,3.99057,3.69934,2.9299,2.20122,3.02406,2.33409,4.11699,4.14425,3.73307,3.72173,2.79315,2.64374,3.20056,3.15197,3.48918,3.43753,3.73823,3.65969,2.82366,2.78497,3.19605,3.1585,5.98712,5.42759,6.83016,6.40097,3.4851,3.2051,3.97264,3.79248
444,3.65992,2.98611,2.56191,1.97038,4.09145,3.73708,4.33802,4.04296,4.24826,3.5883,3.05298,2.53904,3.6511,2.95752,3.21375,2.73526,3.7444,3.27598,4.45206,3.90797,3.39228,2.67719,3.75935,2.79655,3.9605,3.98226,3.56917,3.53558,2.68057,2.50999,3.11579,3.02909,2.90943,2.7678,2.97522,2.79663,2.27281,2.12488,2.44071,2.22967,5.60903,4.96075,6.35125,5.81543,3.54368,3.17161,4.08525,3.72357
449,2.87232,2.52126,1.87775,1.50587,3.30286,3.12098,3.45969,3.28255,4.11854,3.40201,3.09949,2.51077,3.60186,3.11419,3.07638,2.73089,3.61352,3.15242,4.40631,3.99058,3.19881,2.42544,3.51571,2.57722,4.19075,4.23459,3.8354,3.82218,2.76695,2.67391,3.26442,3.2217,3.3866,3.13355,3.58332,3.28534,2.55312,2.37042,2.91001,2.63768,4.86945,4.27873,5.51302,4.95274,3.30385,3.08735,3.83824,3.6581
454,2.39754,2.09161,1.8103,1.4705,3.13022,2.75069,3.33783,2.9652,4.1273,3.55691,3.00844,2.52262,3.24692,2.97115,2.91221,2.69283,3.96594,3.27262,4.56964,3.81122,3.66346,2.61949,3.86926,2.44643,3.76098,3.81599,3.31857,3.29886,2.30935,2.19573,2.77221,2.70125,2.76629,2.6335,2.94915,2.80146,2.3113,2.20274,2.70409,2.57796,5.29624,4.60758,5.96753,5.3193,2.48543,2.22174,2.80679,2.58432
459,3.12966,2.89124,2.01587,1.83843,3.34086,2.93976,3.51996,3.2016,3.5043,2.98539,2.66152,2.15559,3.48634,2.91082,3.2081,2.69954,3.96894,3.09298,4.69945,3.9157,3.69817,2.39009,4.00267,2.58944,3.89134,3.98103,3.31568,3.34153,2.25917,2.18924,2.63519,2.62486,3.47317,3.40895,3.76624,3.68498,2.54136,2.52555,3.0349,2.9881,4.88331,4.3247,5.38537,4.88386,3.43939,3.18187,3.86381,3.68569
464,3.08349,2.77232,2.25013,2.07523,2.93846,2.82999,3.10421,2.9864,4.36003,3.54571,3.47617,2.64357,3.67285,2.97679,3.15044,2.68777,3.69856,3.34398,4.67658,4.36302,3.25604,2.65387,3.84253,3.17028,3.87129,3.91846,3.44089,3.44434,2.54147,2.4144,2.92051,2.89108,3.407,3.2443,3.54496,3.33496,2.47968,2.36144,2.85167,2.64491,3.96251,3.07443,4.43864,3.5435,2.51103,2.19938,2.62163,2.44088
469,3.18155,2.72042,2.21238,1.81681,2.53599,2.35811,2.66766,2.47917,3.88607,3.22355,3.00665,2.41526,3.53445,2.90598,3.11574,2.64621,3.72934,3.32639,4.47686,4.09733,3.42027,2.82709,3.71989,2.90211,3.98532,4.03036,3.53624,3.53571,2.59533,2.45866,2.98585,2.94567,2.8451,2.82297,2.89168,2.82069,2.07439,2.0708,2.31253,2.24037,3.99423,3.05434,4.40775,3.55948,2.60131,2.24982,2.79344,2.5363
474,3.22292,2.94525,2.25313,2.04252,2.63345,2.40106,2.73434,2.53858,4.53713,3.85021,3.31171,2.80528,3.75587,3.09845,3.51046,2.943,3.9307,3.39522,4.59357,4.0525,3.62411,2.84926,3.83323,2.75631,4.17851,4.21602,3.76235,3.75129,2.88939,2.75263,3.30412,3.25837,2.9809,2.80588,3.13122,2.9436,2.40425,2.27499,2.69292,2.52405,4.50652,3.81127,4.95083,4.42607,2.9518,2.50687,2.99988,2.60877
479,2.78074,2.47486,1.76568,1.53506,3.09901,2.6711,3.22373,2.88903,4.69635,4.08373,3.5748,3.06886,3.55973,3.08519,3.23808,2.88641,3.93557,3.30024,4.78376,4.28128,3.66655,2.70047,4.10416,3.05114,3.47652,3.60006,2.78722,2.82808,1.65865,1.6306,1.96596,1.94625,2.85108,2.66919,3.03641,2.79717,2.144,1.94865,2.47401,2.18609,3.9666,3.20362,4.31243,3.8025,2.67641,2.14247,2.77801,2.3428
484,3.00576,2.55966,2.3179,1.92475,2.41403,2.23316,2.51859,2.3564,4.2305,3.54017,3.08212,2.46176,3.48735,2.8766,3.07806,2.53174,4.07475,3.43232,4.84405,4.34784,3.78964,2.88214,4.20377,3.28104,3.67982,3.78598,3.12403,3.16215,2.02772,1.97922,2.41092,2.40952,2.93767,2.77685,3.15848,2.95372,2.52649,2.37114,2.87244,2.6733,3.74801,3.06585,3.96211,3.51786,2.67654,2.44241,2.73423,2.64529
489,3.56618,3.18829,2.41454,2.13611,2.75328,2.54777,2.91246,2.69697,3.95239,3.34232,3.00892,2.5171,3.4271,2.79061,3.12724,2.61923,4.20169,3.36606,4.84326,4.23753,3.97442,2.79149,4.26458,3.12149,3.93798,4.03392,3.56331,3.59093,2.45073,2.43167,3.00002,3.00425,2.69723,2.62434,2.70893,2.62545,1.88137,1.83772,2.01276,1.9346,4.24034,3.39249,4.55017,3.93815,2.12377,2.03539,2.32191,2.28185
494,2.92933,2.68994,1.98591,1.79734,3.23674,3.0205,3.35619,3.10468,3.55342,3.02396,2.68778,2.27677,3.93205,3.0783,3.49282,2.72349,3.92725,3.14121,4.73404,3.87231,3.65836,2.45454,4.19403,2.51036,4.18625,4.25479,3.78124,3.79304,2.81449,2.74672,3.22953,3.22263,3.51361,3.44533,3.56184,3.48611,2.50993,2.45139,2.78965,2.73607,4.58197,3.76952,5.00845,4.33397,3.8998,3.70882,4.42042,4.32655
499,3.00094,2.67998,2.0054,1.7141,2.92796,2.76511,3.05434,2.8589,4.38651,3.75799,3.21088,2.6765,3.75852,2.90257,3.20609,2.36439,4.08831,3.35763,5.04629,4.30775,3.8096,2.76099,4.47021,3.18921,3.77287,3.8231,3.21974,3.22,2.22416,2.08242,2.53081,2.48051,2.84912,2.78016,3.02453,2.90283,2.3274,2.27113,2.6718,2.5535,4.99865,4.26941,5.64543,5.01755,4.89994,4.55108,5.44378,5.2701
504,2.75943,2.43052,1.82831,1.51641,2.49209,2.1892,2.64256,2.4112,3.64036,3.13954,2.6345,2.25679,4.34348,3.21913,3.80201,2.78067,3.38902,3.22899,4.20577,4.18554,2.88328,2.52775,3.11646,2.86622,3.78261,3.8765,3.37268,3.38839,2.38177,2.32763,2.84096,2.80936,2.36751,2.34105,2.42953,2.34829,1.75682,1.71996,1.96671,1.85311,4.79261,3.66583,5.24999,4.27136,4.46658,4.31657,5.1156,5.08226
509,3.06079,2.68398,2.12581,1.73192,2.69795,2.51912,2.86022,2.70311,3.83269,3.29725,2.88193,2.42531,4.06843,3.32694,3.75702,3.16172,3.31369,2.96076,3.56895,3.50163,3.0386,2.50059,2.82103,2.56752,4.20062,4.22279,3.95956,3.92917,2.99431,2.88534,3.49222,3.43376,2.72436,2.5672,2.80156,2.63457,2.22977,2.0835,2.5175,2.37234,4.6483,3.84868,5.10461,4.50489,5.21423,4.75512,5.86594,5.53221
514,2.07697,1.91668,1.48551,1.2687,3.12377,2.78338,3.25796,2.97608,3.4992,2.96862,2.64178,2.16818,4.00921,3.35699,3.57211,3.01867,3.40945,3.13475,3.89036,3.85811,3.08221,2.70061,3.1016,2.9433,3.79093,3.92708,3.38175,3.44157,2.3429,2.38638,2.76108,2.7983,3.21174,2.99889,3.40565,3.18403,2.43578,2.27874,2.80507,2.60313,5.78469,4.68324,6.33756,5.45951,5.00997,4.44061,5.57638,5.22134
519,3.095,2.79241,1.99472,1.71967,3.42361,3.13596,3.59941,3.32665,4.15939,3.53452,3.05314,2.5802,4.05643,3.45159,3.70563,3.20194,3.30756,3.15928,3.88602,3.9001,3.04236,2.79579,3.22363,3.11327,3.81953,3.89556,3.40887,3.41924,2.43883,2.36408,2.87686,2.85192,3.7897,3.51112,3.96256,3.62634,2.77908,2.54134,3.1412,2.79225,4.3091,3.65859,4.91037,4.31392,4.84265,4.51584,5.44645,5.29873
524,2.53281,2.22764,1.78161,1.52609,4.39499,4.056,4.63867,4.31903,3.90475,3.45552,2.91763,2.67481,3.67867,3.13276,3.30666,2.87732,3.39522,3.1755,3.86814,3.84599,3.17117,2.86931,3.16223,3.02648,3.84642,3.93943,3.47199,3.47987,2.42142,2.34328,2.94207,2.88578,3.61511,3.38458,3.79375,3.49329,2.56205,2.35351,2.93426,2.5921,5.04492,4.37784,5.8137,5.20664,4.49787,4.19482,5.0963,4.88996
529,3.59557,3.24238,2.48454,2.19302,3.4801,3.1676,3.67332,3.37715,3.00725,2.54553,2.31708,1.99315,3.92489,3.17088,3.77253,3.08831,3.3198,2.99319,3.9098,3.87975,3.07406,2.62765,3.24364,3.04982,3.74168,3.80989,3.22887,3.23319,2.22702,2.11066,2.61775,2.56761,3.17621,3.01616,3.4317,3.23532,2.56994,2.46916,2.96112,2.81184,5.42745,4.36192,6.06404,5.13894,4.39822,3.95819,4.90508,4.61635
534,2.97395,2.62564,2.20335,1.91589,3.96714,3.3335,4.10535,3.52509,4.43569,3.79437,3.3308,2.77432,4.09233,3.08076,3.60749,2.63279,3.40584,3.19518,4.0471,4.05658,3.10361,2.78425,3.31308,3.21286,3.7679,3.90319,3.27644,3.32861,2.1216,2.1529,2.54454,2.55765,2.59875,2.56707,2.79296,2.72486,2.36422,2.33721,2.59554,2.52393,6.0516,5.41587,6.9615,6.44548,4.32288,3.95877,4.57601,4.36748
539,3.11807,2.81467,2.13506,1.90359,4.34679,3.87552,4.50716,4.06153,4.34846,3.57538,3.20224,2.5627,3.71192,3.01048,3.37812,2.71811,3.78719,3.11951,4.60434,4.02474,3.47987,2.44756,3.9582,2.85304,3.91121,3.95756,3.46585,3.41832,2.3837,2.23804,2.87391,2.7433,3.22487,3.14501,3.50347,3.3456,2.37462,2.29577,2.7988,2.63306,6.02581,5.33708,6.79043,6.26046,4.16244,3.36141,4.23222,3.78057
544,3.35773,2.98926,2.42113,2.10391,4.61446,4.09046,4.80726,4.30376,3.51559,3.02206,2.65766,2.28155,3.95895,3.10911,3.46922,2.82871,4.09119,3.33324,5.09722,4.18768,3.81339,2.722,4.58775,3.01211,3.57022,3.69026,3.02855,3.06435,1.9501,1.92375,2.3353,2.31524,3.29884,3.15394,3.51647,3.29867,2.58463,2.46854,2.98036,2.76461,5.50987,4.73454,6.09433,5.57321,3.7169,3.09408,3.82163,3.50147
